"new_id","prob"
2,0.546266078948975
5,-0.096807949244976
6,0.259113103151321
9,1.49133431911469
10,0.347464740276337
12,0.814258217811584
13,0.27570104598999
16,0.721616744995117
18,1.89673614501953
19,0.308381646871567
20,2.17511701583862
23,0.814028859138489
25,0.90498960018158
29,0.599195063114166
31,0.624270498752594
32,0.838767170906067
33,0.390622556209564
35,0.699177086353302
37,-0.382575780153275
40,-0.126107141375542
47,0.207236230373383
48,0.832190454006195
49,0.406611323356628
52,-0.00481145968660712
53,0.643543839454651
54,0.440690904855728
55,0.212915480136871
57,0.714299082756042
59,0.744437158107758
60,0.877366423606873
61,0.852704882621765
65,1.7164945602417
66,0.933876514434814
69,0.345363736152649
70,0.393511444330215
72,0.660620748996735
73,0.520629465579987
75,0.433418959379196
76,0.335439503192902
80,0.60937511920929
81,0.209842443466187
84,0.29107466340065
87,0.129342213273048
88,0.754537224769592
89,0.250614792108536
90,0.661855816841125
94,0.13434074819088
95,0.412456750869751
96,0.90913861989975
97,0.0136121464893222
98,0.153126820921898
100,0.321250945329666
101,0.483860343694687
102,0.991333484649658
104,0.710002899169922
105,0.785681843757629
106,0.0825351253151894
107,0.78286349773407
108,0.976628363132477
109,-0.0878622233867645
111,0.899953782558441
112,0.36101046204567
113,1.02035880088806
119,0.764872014522552
123,-0.442587077617645
125,0.487128138542175
126,1.25967741012573
128,0.561985373497009
131,0.313078582286835
133,0.692201614379883
135,0.521359324455261
136,1.00749385356903
137,0.796039402484894
139,0.72420060634613
140,0.162194460630417
141,1.08162367343903
143,0.487023055553436
144,0.879786789417267
151,0.624949395656586
153,0.598290383815765
155,0.294833481311798
156,0.545790553092957
157,0.543756425380707
158,-0.768392264842987
160,0.514276266098022
161,0.797821342945099
162,0.362901508808136
163,0.6282759308815
168,0.16608239710331
169,0.854142248630524
171,0.183418780565262
174,0.444007992744446
175,0.167803183197975
176,0.135921820998192
179,0.735484004020691
180,0.620475947856903
181,0.669617593288422
183,0.577318549156189
185,0.230766788125038
187,0.832408547401428
188,0.104708082973957
189,0.536683022975922
190,0.668848693370819
191,0.440915286540985
193,0.402369916439056
195,0.227674469351768
197,0.435731470584869
198,0.503201484680176
199,0.659595131874084
200,-0.04281285405159
202,1.17996561527252
206,0.988966584205627
211,0.378223836421967
212,0.15843266248703
215,0.259560227394104
217,0.362262010574341
218,0.66563481092453
224,0.262016385793686
228,0.280222624540329
229,0.598276913166046
231,0.638469338417053
232,0.252248376607895
233,0.801106810569763
241,0.209214255213737
242,0.136688992381096
243,0.323519587516785
244,0.531935274600983
245,-0.177445232868195
251,0.926585793495178
252,0.678486347198486
256,0.459534853696823
257,0.516766607761383
262,0.655858814716339
264,0.509371221065521
267,0.747512578964233
268,0.248111844062805
271,0.320344150066376
273,0.77807629108429
275,-0.0999328643083572
276,0.565390825271606
277,0.897183775901794
279,0.0462766215205193
282,0.693231403827667
283,0.945662438869476
284,0.865371286869049
288,0.22635506093502
290,0.432586938142776
292,0.761426210403442
293,1.07582771778107
295,0.259390085935593
298,0.143436774611473
300,0.108471885323524
303,0.571326851844788
305,0.607191205024719
310,0.376605451107025
314,0.508829653263092
316,-0.013670289888978
317,0.127370104193687
320,0.0359037965536118
321,0.744798600673676
323,0.389951139688492
324,-0.40569943189621
325,-0.269261091947556
328,0.716807067394257
329,0.815096318721771
330,0.661551237106323
331,0.879922568798065
332,0.711689352989197
334,0.690552234649658
335,0.00900030881166458
336,0.868861377239227
337,0.177742183208466
339,0.634049236774445
343,0.697879493236542
344,0.607579171657562
346,0.448768943548203
347,-0.0509049519896507
348,0.429557204246521
350,0.782357692718506
351,0.0205989181995392
353,0.663247883319855
356,0.567023098468781
357,0.702531456947327
358,0.751190483570099
360,0.724649250507355
361,0.471373677253723
367,0.393442243337631
372,0.852671682834625
374,0.798471510410309
375,0.352556377649307
376,0.446190863847733
378,0.677772045135498
382,0.89954549074173
383,0.548497021198273
384,-0.540682971477509
388,0.172174707055092
390,0.104216732084751
391,0.51444137096405
392,-0.0474442057311535
393,0.128158882260323
394,1.24754297733307
397,0.0867192521691322
398,0.64709746837616
399,-0.338668078184128
401,0.693992376327515
403,0.557019412517548
404,0.935698449611664
405,0.958725154399872
406,0.858633041381836
409,0.358957797288895
411,0.192516326904297
412,0.696086704730988
413,0.547320485115051
415,-0.102628126740456
417,0.645285785198212
419,0.683218538761139
420,0.104108370840549
421,1.35129654407501
423,0.410596400499344
427,0.28651836514473
428,0.866303324699402
429,0.980600476264954
430,0.392628490924835
431,0.357674419879913
432,0.835901319980621
440,0.798712491989136
441,0.381385713815689
442,0.822277665138245
444,1.05768036842346
445,0.62238073348999
447,0.601693153381348
449,0.176544666290283
450,0.819546580314636
452,0.662983298301697
454,0.541240394115448
456,0.834099352359772
462,0.643760085105896
464,0.469887375831604
466,0.428490549325943
468,0.221332743763924
469,0.893103539943695
471,-0.724746346473694
474,0.129845425486565
477,0.0999711602926254
483,-0.0137974433600903
489,0.475396811962128
491,0.560766279697418
492,0.108495816588402
493,0.0770181864500046
494,0.803398728370667
498,0.332706928253174
500,0.584420382976532
502,0.799008369445801
503,-0.0957563519477844
504,1.56095242500305
506,0.516424059867859
508,0.440394163131714
509,0.484263032674789
511,0.466632157564163
516,0.370369553565979
517,0.173066347837448
519,0.334286212921143
520,0.17121160030365
521,0.526853978633881
522,1.01813876628876
524,0.677573680877686
525,0.692582428455353
529,0.458227097988129
530,0.255167305469513
532,0.243220239877701
535,0.625622034072876
537,0.655333757400513
539,0.984784066677094
540,-0.472535520792007
545,0.673572182655334
546,0.0095209488645196
547,0.907916367053986
548,0.491053819656372
550,0.382754027843475
